Date;Item;SKU_Category;Concatenate_ID;Sales_Percent;Sales_Amount;Cost;Gross_Profit;Commission_Cost;Retail_Net_Earnings;Profit_Ratio;Net_Earnings;Cost_to_Profit_Ratio;Cost_Ratio;Profit_Contribution_Ratio;Company;Category;Agent
30/08/2022;Phone Case;TXTA;SA-202280382-TXTA;0.0002;10;3;7;3;4;0.7;4;0.4286;0.3;0.0002;Castify;Tech Accessories;STKEVON
30/08/2022;UltraMobile 250 MB  6 month;WIRLSVS;SA-202280383-WIRLSVS;0.0013;79;67;12;5;7;0.157;7;5.371;0.843;0.0003;UltraMobile;Wireless Service;STKEVON
30/08/2022;UltraMobile 250 MB  6 month;WIRLSVS;SA-202280384-WIRLSVS;0.0013;79;67;12;5;7;0.157;7;5.371;0.843;0.0003;UltraMobile;Wireless Service;STKEVON
30/08/2022;SimpleMobile Phone bill;WIRLSVS;SA-202280385-WIRLSVS;0.0007;42;37;5;2;3;0.1131;3;7.8421;0.8869;0.0001;SimpleMobile;Wireless Service;STKEVON
30/08/2022;iphone X Repair;DVRP;SA-202280386-DVRP;0.0016;100;40;60;24;36;0.6;36;0.6667;0.4;0.0016;Apple;Device Repair;STKWAN
30/08/2022;Data Package Service;WIRLSVS;SA-202280387-WIRLSVS;0.0004;24;19;5;2;3;0.2167;3;3.6154;0.7833;0.0001;LycaMobile;Wireless Service;STKEVON
30/08/2022;H20 3 month;WIRLSVS;SA-202280388-WIRLSVS;0.0011;66;59;7;3;4;0.1091;4;8.1667;0.8909;0.0002;H20;Wireless Service;STKEVON
30/08/2022;ID Registration;SFSV;SA-202280389-SFSV;0.0002;10;0;10;4;6;1;6;0;0;0.0003;Apple;Software Service;STKEVON
30/08/2022;Phone Case;TXTA;SA-202280390-TXTA;0.0002;12;3;9;4;5;0.75;5;0.3333;0.25;0.0002;Castify;Tech Accessories;STKEVON
30/08/2022;LycaMobile  1month 15 GB;WIRLSVS;SA-202280391-WIRLSVS;0.0007;42;38;4;2;3;0.1067;3;8.375;0.8933;0.0001;LycaMobile;Wireless Service;STKEVON
30/08/2022;UltraMobile;WIRLSVS;SA-202280392-WIRLSVS;0.0032;200;167;34;13;20;0.1675;20;4.9701;0.8325;0.0009;UltraMobile;Wireless Service;STKEVON
30/08/2022;Phone Case;TXTA;SA-202280393-TXTA;0.0002;10;3;7;3;4;0.7;4;0.4286;0.3;0.0002;Castify;Tech Accessories;STKEVON
31/08/2022;Ultra 3 Month 2GB;WIRLSVS;SA-202280394-WIRLSVS;0.0009;56;47;9;4;5;0.1576;5;5.3456;0.8424;0.0002;UltraMobile;Wireless Service;STKEVON
31/08/2022;Ultra Flex;WIRLSVS;SA-202280395-WIRLSVS;0.0009;55;47;8;3;5;0.1423;5;6.0288;0.8577;0.0002;UltraMobile;Wireless Service;STKEVON
31/08/2022;Protective Screen;TXTA;SA-202280396-TXTA;0.0003;20;2;18;7;11;0.9;11;0.1111;0.1;0.0005;Castify;Tech Accessories;STKEVON
31/08/2022;Waterproof Phone Case;TXTA;SA-202280397-TXTA;0.0003;20;6;14;6;8;0.7;8;0.4286;0.3;0.0004;Castify;Tech Accessories;STKEVON
31/08/2022;TV Box;TVBX;SA-202280398-TVBX;0.0032;200;140;60;24;36;0.3;36;2.3333;0.7;0.0016;Unblock;TV Box;STKEVON
31/08/2022;TV Box;TVBX;SA-202280399-TVBX;0.0032;200;140;60;24;36;0.3;36;2.3333;0.7;0.0016;Unblock;TV Box;STKEVON
31/08/2022;H20 One Year Basic Plan;WIRLSVS;SA-202280400-WIRLSVS;0.0019;120;47;73;29;44;0.6083;44;0.6438;0.3917;0.0019;H20;Wireless Service;STKEVON
31/08/2022;Lyca  6GB;WIRLSVS;SA-202280401-WIRLSVS;0.0005;31;27;4;2;3;0.1445;3;5.9196;0.8555;0.0001;LycaMobile;Wireless Service;STKEVON
31/08/2022;H20  6 GB ;WIRLSVS;SA-202280402-WIRLSVS;0.0005;32;29;3;1;2;0.1016;2;8.8462;0.8984;0.0001;H20;Wireless Service;STKEVON
31/08/2022;Lyca 4 month. 40GB;WIRLSVS;SA-202280403-WIRLSVS;0.0024;150;70;80;32;48;0.5333;48;0.875;0.4667;0.0021;LycaMobile;Wireless Service;STKEVON
31/08/2022;Lyca Phone Bill Refill;WIRLSVS;SA-202280404-WIRLSVS;0.0016;100;75;25;10;15;0.2548;15;2.9246;0.7452;0.0007;LycaMobile;Wireless Service;STKEVON
31/08/2022;Earpods;TXTA;SA-202280405-TXTA;0.0038;240;220;20;8;12;0.0833;12;11;0.9167;0.0005;Apple;Tech Accessories;STKEVON
31/08/2022;Lyca Phone Bill Refill;WIRLSVS;SA-202280406-WIRLSVS;0.0016;100;75;25;10;15;0.2548;15;2.9246;0.7452;0.0007;LycaMobile;Wireless Service;STKEVON
31/08/2022;VIP Number;TXTA;SA-202280407-TXTA;0.0034;210;170;40;16;24;0.1905;24;4.25;0.8095;0.0011;Amazon;Tech Accessories;STKEVON
01/09/2022;Screen Protector;TXTA;SA-202280408-TXTA;0.0002;10;3;7;3;4;0.7;4;0.4286;0.3;0.0002;Castify;Tech Accessories;STKEVON
01/09/2022;H20 PayGo for 6 month;WIRLSVS;SA-202280409-WIRLSVS;0.0005;34;13;21;8;13;0.6235;13;0.6038;0.3765;0.0006;H20;Wireless Service;STKEVON
01/09/2022;UltraMobile  6 month 2GB;WIRLSVS;SA-202280410-WIRLSVS;0.0017;105;90;15;6;9;0.1429;9;6;0.8571;0.0004;UltraMobile;Wireless Service;STKEVON
01/09/2022;File Transfer Service;SFSV;SA-202280411-SFSV;0.0005;30;0;30;12;18;1;18;0;0;0.0008;EY Cell;Software Service;STKWAN
01/09/2022;UltraMobile;WIRLSVS;SA-202280412-WIRLSVS;0.0013;79;66;13;5;8;0.1646;8;5.0769;0.8354;0.0003;UltraMobile;Wireless Service;STKEVON
01/09/2022;LycaMobile 2 GB Activition;WIRLSVS;SA-202280413-WIRLSVS;0.0004;26;8;18;7;11;0.6877;11;0.4541;0.3123;0.0005;LycaMobile;Wireless Service;STKEVON
01/09/2022;Phone Case;TXTA;SA-202280414-TXTA;0.0002;10;5;5;2;3;0.5;3;1;0.5;0.0001;Castify;Tech Accessories;STKEVON
01/09/2022;LycaMobile Prepaid Card;WIRLSVS;SA-202280415-WIRLSVS;0.0013;80;32;48;19;29;0.6;29;0.6667;0.4;0.0013;LycaMobile;Wireless Service;STKEVON
01/09/2022;LycaMobile 4 month 7GB;WIRLSVS;SA-202280416-WIRLSVS;0.0016;100;32;68;27;41;0.68;41;0.4706;0.32;0.0018;LycaMobile;Wireless Service;STKEVON
01/09/2022;LycaMobile 1 month 12GB;WIRLSVS;SA-202280417-WIRLSVS;0.0006;35;34;1;0;1;0.0286;1;34;0.9714;0;LycaMobile;Wireless Service;STKEVON
01/09/2022;iphone 6s phone case wallet brown;TXTA;SA-202280418-TXTA;0.0002;12;5;7;3;4;0.5833;4;0.7143;0.4167;0.0002;Castify;Tech Accessories;STKEVON
01/09/2022;13 Pro Max Phone Case;TXTA;SA-202280419-TXTA;0.0005;29;12;17;7;10;0.5862;10;0.7059;0.4138;0.0005;Castify;Tech Accessories;STKEVON
01/09/2022;LycaMobile 3 month 6GB;WIRLSVS;SA-202280420-WIRLSVS;0.0014;85;75;10;4;6;0.1233;6;7.1107;0.8767;0.0003;LycaMobile;Wireless Service;STKEVON
01/09/2022;Simple 1 month 3GB;WIRLSVS;SA-202280421-WIRLSVS;0.0004;27;24;4;1;2;0.1296;2;6.7143;0.8704;0.0001;SimpleMobile;Wireless Service;STKEVON
01/09/2022;LycaMobile  2GB  ;WIRLSVS;SA-202280422-WIRLSVS;0.0003;21;19;2;1;1;0.1133;1;7.8235;0.8867;0.0001;LycaMobile;Wireless Service;STKEVON
01/09/2022;UltraMobile 6GB;WIRLSVS;SA-202280423-WIRLSVS;0.0005;32;28;4;2;2;0.125;2;7;0.875;0.0001;UltraMobile;Wireless Service;STKEVON
02/09/2022;iphone case 13 pro max;WIRLSVS;SA-202280424-WIRLSVS;0.0006;36;12;24;10;14;0.6667;14;0.5;0.3333;0.0006;LycaMobile;Wireless Service;STKEVON
02/09/2022;T Mobile  1 month unlimited;WIRLSVS;SA-202280425-WIRLSVS;0.0007;44;22;22;9;13;0.5;13;1;0.5;0.0006;TMobile;Wireless Service;STKEVON
02/09/2022;WeChat Registration Service;SFSV;SA-202280426-SFSV;0.0003;20;0;20;8;12;1;12;0;0;0.0005;EY Cell;Software Service;STKEVON
02/09/2022;iphone 13 Pro Max;TXTA;SA-202280427-TXTA;0.0002;10;3;7;3;4;0.7;4;0.4286;0.3;0.0002;Castify;Tech Accessories;STKEVON
02/09/2022;Samsung Cell Phone ;NWPHN;SA-202280428-NWPHN;0.0079;495;290;205;82;123;0.4141;123;1.4146;0.5859;0.0054;Samsung;Brand New Phone;STKEVON
02/09/2022;LycaMobile 4 month    3 GB;WIRLSVS;SA-202280429-WIRLSVS;0.0016;100;81;19;8;11;0.19;11;4.2632;0.81;0.0005;LycaMobile;Wireless Service;STKEVON
02/09/2022;LycaMobile 1 month  12 GB;WIRLSVS;SA-202280430-WIRLSVS;0.0005;30;29;1;0;1;0.0333;1;29;0.9667;0;LycaMobile;Wireless Service;STKEVON
02/09/2022;Micro SanDisk 64 GB;TXTA;SA-202280431-TXTA;0.0006;35;13;22;9;13;0.6286;13;0.5909;0.3714;0.0006;SanDisk;Tech Accessories;STKEVON
02/09/2022;H20 PayGo  ;WIRLSVS;SA-202280432-WIRLSVS;0.0002;15;13;3;1;2;0.1667;2;5;0.8333;0.0001;H20;Wireless Service;STKEVON
02/09/2022;Huawei P30 Pro Phone Repair Screen ;DVRP;SA-202280433-DVRP;0.0014;90;40;50;20;30;0.5556;30;0.8;0.4444;0.0013;Huawei;Device Repair;STKEVON
02/09/2022;Battery Charging Service Fee;SFSV;SA-202280434-SFSV;0;2;0;2;1;1;1;1;0;0;0.0001;InCell ;Software Service;STKYOSEF
02/09/2022;RedMi Phone Reset Service Fee;SFSV;SA-202280435-SFSV;0.0008;50;10;40;16;24;0.8;24;0.25;0.2;0.0011;XiaoMi;Software Service;STKEVON
02/09/2022;iPad Screen Repair Service Fee;DVRP;SA-202280436-DVRP;0.0019;120;50;70;28;42;0.5833;42;0.7143;0.4167;0.0019;Apple;Device Repair;STKYOSEF
02/09/2022;HomeX TV Box;TVBX;SA-202280437-TVBX;0.0032;200;120;80;32;48;0.4;48;1.5;0.6;0.0021;HomeX;TV Box;STKEVON
03/09/2022;LycaMobile  12 GB 1 month;WIRLSVS;SA-202280438-WIRLSVS;0.0005;31;28;3;1;2;0.109;2;8.1716;0.891;0.0001;LycaMobile;Wireless Service;STKEVON
03/09/2022;LycaMobile  12GB  1 month;WIRLSVS;SA-202280439-WIRLSVS;0.0006;35;33;2;1;1;0.0571;1;16.5;0.9429;0.0001;LycaMobile;Wireless Service;STKEVON
03/09/2022;Phone Case ;TXTA;SA-202280440-TXTA;0.0001;8;4;4;2;2;0.5;2;1;0.5;0.0001;Castify;Tech Accessories;STKEVON
03/09/2022;Phone Case 13 Pro Max;TXTA;SA-202280441-TXTA;0.0002;15;5;10;4;6;0.6667;6;0.5;0.3333;0.0003;Castify;Tech Accessories;STKEVON
03/09/2022;File Transfer Service;SFSV;SA-202280442-SFSV;0.0003;20;0;20;8;12;1;12;0;0;0.0005;EY Cell;Software Service;STKYOSEF
03/09/2022;Samsung Screen Repair ;DVRP;SA-202280443-DVRP;0.0032;200;140;60;24;36;0.3;36;2.3333;0.7;0.0016;Samsung;Device Repair;STKEVON
03/09/2022;13 Pro Max Phone Case;TXTA;SA-202280444-TXTA;0.0002;10;4;6;2;4;0.6;4;0.6667;0.4;0.0002;Castify;Tech Accessories;STKEVON
03/09/2022;Samsung Phone Battert Replacement;DVRP;SA-202280445-DVRP;0.0008;50;20;30;12;18;0.6;18;0.6667;0.4;0.0008;Samsung;Device Repair;STKEVON
03/09/2022;Black Selfie Stick for iphone;TXTA;SA-202280446-TXTA;0.0002;15;5;10;4;6;0.6667;6;0.5;0.3333;0.0003;Castify;Tech Accessories;STKEVON
03/09/2022;iphone Xs Max Battery;TXTA;SA-202280447-TXTA;0.001;60;20;40;16;24;0.6667;24;0.5;0.3333;0.0011;Castify;Tech Accessories;STKEVON
03/09/2022;iphone protective glass;TXTA;SA-202280448-TXTA;0.0002;10;2;8;3;5;0.8;5;0.25;0.2;0.0002;Castify;Tech Accessories;STKEVON
03/09/2022;File Transfer Service;SFSV;SA-202280449-SFSV;0.0003;20;0;20;8;12;1;12;0;0;0.0005;EY Cell;Software Service;STKYOSEF
03/09/2022;Phone Case iPhone;TXTA;SA-202280450-TXTA;0.0002;10;4;6;2;4;0.6;4;0.6667;0.4;0.0002;Castify;Tech Accessories;STKEVON
03/09/2022;WeChat Registration Service  File Transfer;SFSV;SA-202280451-SFSV;0.0002;15;0;15;6;9;1;9;0;0;0.0004;EY Cell;Software Service;STKEVON
03/09/2022;LycaMobile Unlimited 4 Month Plan;WIRLSVS;SA-202280452-WIRLSVS;0.0022;140;60;80;32;48;0.5714;48;0.75;0.4286;0.0021;LycaMobile;Wireless Service;STKEVON
03/09/2022;iphone 11 Screen Repair;DVRP;SA-202280453-DVRP;0.0013;83;40;43;17;26;0.5181;26;0.9302;0.4819;0.0011;InCell ;Device Repair;STKEVON
03/09/2022;LycaMobile Service  3 month 15 GB;WIRLSVS;SA-202280454-WIRLSVS;0.0014;90;78;12;5;7;0.1333;7;6.5;0.8667;0.0003;LycaMobile;Wireless Service;STKEVON
03/09/2022;Phone Holder;TXTA;SA-202280455-TXTA;0.0002;13;5;8;3;5;0.6154;5;0.625;0.3846;0.0002;Castify;Tech Accessories;STKEVON
03/09/2022;Phone Case ;TXTA;SA-202280456-TXTA;0.0003;20;6;14;6;8;0.7;8;0.4286;0.3;0.0004;Castify;Tech Accessories;STKEVON
03/09/2022;LycaMobile Phone Bill  Data Package;WIRLSVS;SA-202280457-WIRLSVS;0.0002;12;9;3;1;2;0.2167;2;3.6154;0.7833;0.0001;LycaMobile;Wireless Service;STKEVON
04/09/2022;  iphone 12;RFBPHN;SA-202280458-RFBPHN;0.0081;510;350;160;64;96;0.3137;96;2.1875;0.6863;0.0043;Apple;Refurbished Phone or Device;STKEVON
04/09/2022;Software Download Service Fee;SFSV;SA-202280459-SFSV;0.0001;5;0;5;2;3;1;3;0;0;0.0001;EY Cell;Software Service;STKEVON
04/09/2022;LycaMobile Port In Service;WIRLSVS;SA-202280460-WIRLSVS;0.0019;120;108;12;5;7;0.1;7;9;0.9;0.0003;LycaMobile;Wireless Service;STKEVON
04/09/2022;UltraMobile  3 month 6 GB. ;WIRLSVS;SA-202280461-WIRLSVS;0.0015;96;87;9;4;5;0.0938;5;9.6667;0.9063;0.0002;UltraMobile;Wireless Service;STKEVON
04/09/2022;Phone Case  iphone;TXTA;SA-202280462-TXTA;0.0001;8;3;5;2;3;0.625;3;0.6;0.375;0.0001;Castify;Tech Accessories;STKEVON
04/09/2022;Phone Case ;TXTA;SA-202280463-TXTA;0.0002;10;3;7;3;4;0.7;4;0.4286;0.3;0.0002;Castify;Tech Accessories;STKEVON
04/09/2022;Protective Glass ;TXTA;SA-202280464-TXTA;0.0001;6;2;4;2;2;0.6667;2;0.5;0.3333;0.0001;Castify;Tech Accessories;STKEVON
04/09/2022;WeChat Registration;SFSV;SA-202280465-SFSV;0.0003;20;0;20;8;12;1;12;0;0;0.0005;EY Cell;Software Service;STKYOSEF
04/09/2022;LycaMobile Phone Bill;WIRLSVS;SA-202280466-WIRLSVS;0.0005;33;12;21;8;13;0.6364;13;0.5714;0.3636;0.0006;LycaMobile;Wireless Service;STKEVON
04/09/2022;Simple Mobile Phone Bill;WIRLSVS;SA-202280467-WIRLSVS;0.0005;32;28;5;2;3;0.1406;3;6.1111;0.8594;0.0001;SimpleMobile;Wireless Service;STKEVON
04/09/2022;UltraMobile  250 MB  6 month;WIRLSVS;SA-202280468-WIRLSVS;0.0013;79;72;7;3;4;0.0886;4;10.2857;0.9114;0.0002;UltraMobile;Wireless Service;STKEVON
04/09/2022;H20 1 year Basic Plan;WIRLSVS;SA-202280469-WIRLSVS;0.0016;100;57;43;17;26;0.43;26;1.3256;0.57;0.0011;H20;Wireless Service;STKEVON
04/09/2022;H20 Pay go 1 Month;WIRLSVS;SA-202280470-WIRLSVS;0.0002;15;6;9;3;5;0.5733;5;0.7442;0.4267;0.0002;H20;Wireless Service;STKEVON
04/09/2022;LycaMobile  4 month unlimited plan;WIRLSVS;SA-202280471-WIRLSVS;0.0035;220;110;110;44;66;0.5;66;1;0.5;0.0029;LycaMobile;Wireless Service;STKEVON
04/09/2022;Phone Case ;TXTA;SA-202280472-TXTA;0.0003;20;8;12;5;7;0.6;7;0.6667;0.4;0.0003;Castify;Tech Accessories;STKEVON
04/09/2022;UltraMobile Flex;WIRLSVS;SA-202280473-WIRLSVS;0.0009;55;50;5;2;3;0.0909;3;10;0.9091;0.0001;UltraMobile;Wireless Service;STKEVON
04/09/2022;LycaMobile 3GB   1month;WIRLSVS;SA-202280474-WIRLSVS;0.0004;25;22;3;1;2;0.1352;2;6.3964;0.8648;0.0001;LycaMobile;Wireless Service;STKEVON
04/09/2022;Phone Case ;TXTA;SA-202280475-TXTA;0.0005;30;12;18;7;11;0.6;11;0.6667;0.4;0.0005;Castify;Tech Accessories;STKEVON
04/09/2022;MotherBoard Repair Service Fee;DVRP;SA-202280476-DVRP;0.0006;40;0;40;16;24;1;24;0;0;0.0011;EY Cell;Device Repair;STKEVON
04/09/2022;Protective Glass;TXTA;SA-202280477-TXTA;0.0002;10;3;7;3;4;0.7;4;0.4286;0.3;0.0002;Castify;Tech Accessories;STKEVON
04/09/2022;Simple Activition;WIRLSVS;SA-202280478-WIRLSVS;0.0005;32;17;16;6;9;0.4844;9;1.0645;0.5156;0.0004;SimpleMobile;Wireless Service;STKEVON
04/09/2022;LycaMobile Phone Bill Service Fee;WIRLSVS;SA-202280479-WIRLSVS;0.001;65;60;5;2;3;0.0769;3;12;0.9231;0.0001;LycaMobile;Wireless Service;STKEVON
04/09/2022;Protective Glass ;TXTA;SA-202280480-TXTA;0.0002;10;2;8;3;5;0.8;5;0.25;0.2;0.0002;Castify;Tech Accessories;STKEVON
04/09/2022;Xs Max Screen Repair;DVRP;SA-202280481-DVRP;0.0013;80;40;40;16;24;0.5;24;1;0.5;0.0011;Apple;Device Repair;STKEVON
04/09/2022;Phone Case ;TXTA;SA-202280482-TXTA;0.0003;18;7;11;4;7;0.6111;7;0.6364;0.3889;0.0003;Castify;Tech Accessories;STKEVON
04/09/2022;HomeX;TVBX;SA-202280483-TVBX;0.003;190;120;70;28;42;0.3684;42;1.7143;0.6316;0.0019;HomeX;TV Box;STKEVON
04/09/2022;SimpleMobile Phone Bill;WIRLSVS;SA-202280484-WIRLSVS;0.0004;27;24;4;1;2;0.1296;2;6.7143;0.8704;0.0001;SimpleMobile;Wireless Service;STKEVON
04/09/2022;LycaMobile Phone Bill 6GB;WIRLSVS;SA-202280485-WIRLSVS;0.0005;31;27;4;2;3;0.1445;3;5.9196;0.8555;0.0001;LycaMobile;Wireless Service;STKEVON
04/09/2022;iPhone 7 Battery Replacement;DVRP;SA-202280486-DVRP;0.0006;40;10;30;12;18;0.75;18;0.3333;0.25;0.0008;InCell ;Device Repair;STKYOSEF
04/09/2022;ipad pro 11 inch  3 rd screen repair;TXTA;SA-202280487-TXTA;0.0021;130;70;60;24;36;0.4615;36;1.1667;0.5385;0.0016;Castify;Tech Accessories;STKEVON
05/09/2022;UltraMobile Phone Bill 6 month 2GB;WIRLSVS;SA-202280488-WIRLSVS;0.0017;105;78;27;11;16;0.2571;16;2.8889;0.7429;0.0007;UltraMobile;Wireless Service;STKEVON
05/09/2022;UltraMobile 250 MB  6 month;WIRLSVS;SA-202280489-WIRLSVS;0.0013;79;72;7;3;4;0.0886;4;10.2857;0.9114;0.0002;UltraMobile;Wireless Service;STKEVON
05/09/2022;UltraMobile One Year 150 MB;WIRLSVS;SA-202280490-WIRLSVS;0.0023;145;122;23;9;14;0.1579;14;5.3319;0.8421;0.0006;UltraMobile;Wireless Service;STKEVON
05/09/2022;iPhone Xs Max ;RFBPHN;SA-202280491-RFBPHN;0.0088;550;420;130;52;78;0.2364;78;3.2308;0.7636;0.0035;Apple;Refurbished Phone or Device;STKEVON
05/09/2022;6s iphone used;RFBPHN;SA-202280492-RFBPHN;0.0021;130;50;80;32;48;0.6154;48;0.625;0.3846;0.0021;Apple;Refurbished Phone or Device;STKEVON
05/09/2022;Transparent Phone Case;TXTA;SA-202280493-TXTA;0.0001;5;3;2;1;1;0.4;1;1.5;0.6;0.0001;Castify;Tech Accessories;STKEVON
05/09/2022;LycaMobile Phone Bill 3 GB 3 Month;WIRLSVS;SA-202280494-WIRLSVS;0.0011;70;54;16;7;10;0.2354;10;3.2476;0.7646;0.0004;LycaMobile;Wireless Service;STKEVON
05/09/2022;iPhone SE Screen Repair;DVRP;SA-202280495-DVRP;0.001;60;15;45;18;27;0.75;27;0.3333;0.25;0.0012;Apple;Device Repair;STKYOSEF
05/09/2022;LycaMobile Phone Bill 4 month 3GB;WIRLSVS;SA-202280496-WIRLSVS;0.0016;100;81;19;8;11;0.19;11;4.2632;0.81;0.0005;LycaMobile;Wireless Service;STKEVON
05/09/2022;UltraMobile Phone Bill 3 month 2 GB;WIRLSVS;SA-202280497-WIRLSVS;0.0009;56;51;5;2;3;0.0893;3;10.2;0.9107;0.0001;UltraMobile;Wireless Service;STKEVON
05/09/2022;UltraMobile Unlimited Data Plan ;WIRLSVS;SA-202280498-WIRLSVS;0.0023;145;123;22;9;13;0.1517;13;5.5909;0.8483;0.0006;UltraMobile;Wireless Service;STKEVON
05/09/2022;iphone 6s Battery Replacement;DVRP;SA-202280499-DVRP;0.0006;40;10;30;12;18;0.75;18;0.3333;0.25;0.0008;Apple;Device Repair;STKYOSEF
05/09/2022;Protective Glass  iphone 13 pro max;TXTA;SA-202280500-TXTA;0.0004;22;5;17;7;10;0.7727;10;0.2941;0.2273;0.0005;Castify;Tech Accessories;STKEVON
05/09/2022;iphone 13 pro;TXTA;SA-202280501-TXTA;0.0002;12;3;9;4;5;0.75;5;0.3333;0.25;0.0002;Castify;Tech Accessories;STKEVON
05/09/2022;iphone SE ;RFBPHN;SA-202280502-RFBPHN;0.0043;268;150;118;47;71;0.4403;71;1.2712;0.5597;0.0031;Apple;Refurbished Phone or Device;STKEVON
05/09/2022;Cable and charger;TXTA;SA-202280503-TXTA;0.0004;25;22;3;1;2;0.12;2;7.3333;0.88;0.0001;Apple;Tech Accessories;STKEVON
05/09/2022;Phone Case ;TXTA;SA-202280504-TXTA;0.0002;10;4;6;2;4;0.6;4;0.6667;0.4;0.0002;Castify;Tech Accessories;STKEVON
05/09/2022;iphone 13 ;NWPHN;SA-202280505-NWPHN;0.0003;20;6;14;6;8;0.7;8;0.4286;0.3;0.0004;Apple;Brand New Phone;STKEVON
05/09/2022;H20 Phone Bill;WIRLSVS;SA-202280506-WIRLSVS;0.0005;32;29;3;1;2;0.0938;2;9.5;0.8906;0.0001;H20;Wireless Service;STKEVON
06/09/2022;iphone charger and cable;WIRLSVS;SA-202280507-WIRLSVS;0.0006;35;26;9;4;5;0.2571;5;2.8889;0.7429;0.0002;LycaMobile;Wireless Service;STKEVON
06/09/2022;LycaMobile 3 month Phone Plan;WIRLSVS;SA-202280508-WIRLSVS;0.0014;88;75;13;5;8;0.1532;8;5.5282;0.8468;0.0004;LycaMobile;Wireless Service;STKEVON
06/09/2022;iphone speaker  and port;DVRP;SA-202280509-DVRP;0.0013;80;40;40;16;24;0.5;24;1;0.5;0.0011;Apple;Device Repair;STKEVON
06/09/2022;Phone Case and Protective Glass;TXTA;SA-202280510-TXTA;0.0003;18;6;12;5;7;0.6667;7;0.5;0.3333;0.0003;Castify;Tech Accessories;STKEVON
06/09/2022;iPad Case and Protective Case;TXTA;SA-202280511-TXTA;0.0006;35;15;20;8;12;0.5714;12;0.75;0.4286;0.0005;Castify;Tech Accessories;STKEVON
06/09/2022;LycaMobile phone bill 2GB;WIRLSVS;SA-202280512-WIRLSVS;0.0003;21;19;2;1;1;0.1133;1;7.8235;0.8867;0.0001;LycaMobile;Wireless Service;STKEVON
06/09/2022;UnBlock TV Box;TVBX;SA-202280513-TVBX;0.003;190;140;50;20;30;0.2632;30;2.8;0.7368;0.0013;Unblock;TV Box;STKEVON
06/09/2022;LycaMobile 3 month Phone Plan 3GB;WIRLSVS;SA-202280514-WIRLSVS;0.0011;70;57;13;5;8;0.1857;8;4.3846;0.8143;0.0003;LycaMobile;Wireless Service;STKEVON
07/09/2022;LycaMobile  3 month Phone Plan 15 GB;WIRLSVS;SA-202280515-WIRLSVS;0.0016;98;93;5;2;3;0.051;3;18.6;0.949;0.0001;LycaMobile;Wireless Service;STKEVON
07/09/2022;LycaMobile 1 month 12 GB;WIRLSVS;SA-202280516-WIRLSVS;0.0006;35;31;4;2;3;0.128;3;6.8125;0.872;0.0001;LycaMobile;Wireless Service;STKEVON
07/09/2022;LycaMobile 4 month plan 3 GB;WIRLSVS;SA-202280517-WIRLSVS;0.0016;100;36;64;26;38;0.64;38;0.5625;0.36;0.0017;LycaMobile;Wireless Service;STKEVON
07/09/2022;Repair Battery Replacement;DVRP;SA-202280518-DVRP;0.0006;40;20;20;8;12;0.5;12;1;0.5;0.0005;InCell ;Device Repair;STKEVON
07/09/2022;UltraMobile 6 month Phone Bill 2Gb;WIRLSVS;SA-202280519-WIRLSVS;0.0015;96;87;9;4;5;0.0938;5;9.6667;0.9063;0.0002;UltraMobile;Wireless Service;STKEVON
07/09/2022;LycaMobile 1 Month 12 GB;WIRLSVS;SA-202280520-WIRLSVS;0.0006;35;34;1;0;1;0.0286;1;34;0.9714;0;LycaMobile;Wireless Service;STKEVON
07/09/2022;WeChat Registration Service;SFSV;SA-202280521-SFSV;0.0003;20;0;20;8;12;1;12;0;0;0.0005;EY Cell;Software Service;STKYOSEF
07/09/2022;LycaMobile 12 GB 1 month;WIRLSVS;SA-202280522-WIRLSVS;0.0006;35;34;1;0;1;0.0286;1;34;0.9714;0;LycaMobile;Wireless Service;STKEVON
07/09/2022;LycaMobile Activation;WIRLSVS;SA-202280523-WIRLSVS;0.0004;26;22;4;2;2;0.1538;2;5.5;0.8462;0.0001;LycaMobile;Wireless Service;STKEVON
07/09/2022;Samsung Device Reboot Service;SFSV;SA-202280524-SFSV;0.0006;40;0;40;16;24;1;24;0;0;0.0011;Samsung;Software Service;STKEVON
07/09/2022;UltraMobile  250 MB  6 month;WIRLSVS;SA-202280525-WIRLSVS;0.0013;79;72;7;3;4;0.0886;4;10.2857;0.9114;0.0002;UltraMobile;Wireless Service;STKEVON
07/09/2022;Iphone 11 pro max 256GB;RFBPHN;SA-202280526-RFBPHN;0.0097;610;585;25;10;15;0.041;15;23.4;0.959;0.0007;Apple;Refurbished Phone or Device;STKEVON
07/09/2022;UnBlock TV Box;TVBX;SA-202280527-TVBX;0.0032;198;140;58;23;35;0.2929;35;2.4138;0.7071;0.0015;Unblock;TV Box;STKEVON
07/09/2022;UltraMobile 250MB 12 Month;WIRLSVS;SA-202280528-WIRLSVS;0.0023;144;122;22;9;13;0.1521;13;5.5753;0.8479;0.0006;UltraMobile;Wireless Service;STKEVON
07/09/2022;Apple Type C Charger;TXTA;SA-202280529-TXTA;0.0004;25;22;3;1;2;0.12;2;7.3333;0.88;0.0001;Apple;Tech Accessories;STKEVON
07/09/2022;LycaMobile  10 GB  ;WIRLSVS;SA-202280530-WIRLSVS;0.0004;24;19;5;2;3;0.2167;3;3.6154;0.7833;0.0001;LycaMobile;Wireless Service;STKEVON
